policy,episodes,mean_reward,win_rate,loss_rate,mean_score_diff,mean_steps,mean_rally_hits,truncation_rate,mean_final_hit_offset,mean_final_speed_multiplier,mean_final_outgoing_speed,mean_final_ball_speed,mean_last_left_outgoing_speed,mean_successful_agent_returns,mean_final_target_alignment_error,mean_final_target_alignment_reward,mean_cumulative_target_alignment_reward,timesteps
ppo_eval,100,0.8726437341600065,0.83,0.17,0.66,3.39,3.39,0.0,0.11463178835681824,1.865,12.393596275678096,12.185295164544305,8.68819693214867,2.39,31.62378138935719,0.0477239764310133,0.16484373416000647,260000
