policy,episodes,mean_reward,win_rate,loss_rate,mean_score_diff,mean_steps,mean_rally_hits,truncation_rate,mean_final_hit_offset,mean_final_speed_multiplier,mean_final_outgoing_speed,mean_final_ball_speed,mean_last_left_outgoing_speed,mean_successful_agent_returns,mean_final_target_alignment_error,mean_final_target_alignment_reward,mean_cumulative_target_alignment_reward
ppo_final,300,0.8271272659457531,0.8166666666666667,0.18333333333333332,0.6333333333333333,3.12,3.12,0.0,0.025910001930679244,1.8466666666666667,12.301492694816162,12.09221749187658,8.465407347001344,2.12,31.543771420744616,0.04762153828923882,0.15139393261241982
