policy,episodes,mean_reward,win_rate,loss_rate,mean_score_diff,mean_steps,mean_rally_hits,truncation_rate,mean_final_hit_offset,mean_final_speed_multiplier,mean_final_outgoing_speed,mean_final_ball_speed,mean_last_left_outgoing_speed,mean_successful_agent_returns,mean_final_target_alignment_error,mean_final_target_alignment_reward,mean_cumulative_target_alignment_reward
ppo_best_by_win_rate,300,-0.15369838060813537,0.37666666666666665,0.6233333333333333,-0.24666666666666667,1.7833333333333334,1.7833333333333334,0.0,0.010783631391760652,1.5333333333333334,10.311812432368594,9.835343181784832,8.032202062737126,0.7833333333333333,79.79496761907718,0.03910911404047493,0.07730161939186464
