episode,reward,win,loss,steps,right_score,left_score,score_diff,frames,rally_hits,decision_count,truncated,truncation_reason,last_right_hit_offset,last_right_speed_multiplier,last_right_outgoing_speed,final_ball_speed,last_left_outgoing_speed,successful_agent_returns,last_selected_target_y,last_predicted_return_y,last_target_alignment_error,last_target_alignment_reward,cumulative_target_alignment_reward
71,-0.9542826005699908,0,1,1,0,1,-1,368,1,1,False,,0.1875,1.0,6.18465843842649,7.211102550927977,7.211102550927978,0,451.20000000000005,400.4174380701372,50.78256192986282,0.04571739943000916,0.04571739943000916
72,-0.9876642513301941,0,1,1,0,1,-1,301,1,1,False,,0.21713713744172197,1.5,9.860356119630119,7.8882848957040945,7.888284895704095,0,48.0,248.76409290747927,200.76409290747927,0.01233574866980591,0.01233574866980591
73,-0.9998746645969435,0,1,1,0,1,-1,285,1,1,False,,0.24593713856102967,1.5,10.683359228211017,8.546687382568816,8.546687382568814,0,552.0,136.6964898017518,415.3035101982482,0.00012533540305653264,0.00012533540305653264
74,-0.9980474791644381,0,1,1,0,1,-1,289,1,1,False,,0.239967332166961,1.5,10.494705097622541,8.395764078098033,8.395764078098033,0,451.20000000000005,145.59311220443556,305.6068877955645,0.0019525208355618351,0.0019525208355618351
75,-0.9532568752656057,0,1,1,0,1,-1,307,1,1,False,,-0.20451002193015738,1.5,9.575846331629101,7.66067706530328,7.66067706530328,0,249.60000000000002,293.64370284599954,44.04370284599952,0.0467431247343944,0.0467431247343944
76,-0.9680460983127649,0,1,1,0,1,-1,289,1,1,False,,-0.2394858588554584,1.5,10.479875388875406,8.383900311100325,8.383900311100325,0,199.2,312.754334789543,113.55433478954302,0.03195390168723511,0.03195390168723511
77,-0.9913376435055896,0,1,1,0,1,-1,368,1,1,False,,0.1875,1.0,6.18465843842649,7.211102550927977,7.211102550927978,0,501.6,276.90589066085,224.69410933915003,0.008662356494410398,0.008662356494410398
78,-0.9302815650274557,0,1,2,0,1,-1,498,2,2,False,,-0.5168182982457765,1.5,12.1243693571268,9.69949548570144,9.69949548570144,1,48.0,408.52880943005493,360.52880943005493,0.0005481496529315429,0.04971843497254419
79,-0.9936242414017668,0,1,1,0,1,-1,308,1,1,False,,-0.20003156988856574,1.5,9.487432147206741,7.589945717765393,7.589945717765393,0,501.6,258.0549859696164,243.54501403038364,0.006375758598233272,0.006375758598233272
80,-0.9899728678380872,0,1,1,0,1,-1,368,1,1,False,,-0.1875,1.0,6.18465843842649,7.211102550927977,7.211102550927978,0,552.0,336.8865948699529,215.1134051300471,0.010027132161912755,0.010027132161912755
81,-0.9673192045460232,0,1,1,0,1,-1,296,1,1,False,,0.22697391978640552,1.5,10.115826391265442,8.092661113012353,8.092661113012353,0,98.4,209.06516785793758,110.66516785793758,0.03268079545397686,0.03268079545397686
82,-0.9980349242894399,0,1,1,0,1,-1,353,1,1,False,,-0.07948038372911945,1.0,6.62999442280215,7.211102550927978,7.211102550927978,0,400.79999999999995,95.49527310980147,305.3047268901985,0.001965075710560106,0.001965075710560106
83,-0.9851166078965977,0,1,1,0,1,-1,367,1,1,False,,-0.9187958071469933,2.0,12.97998459167036,10.38398767333629,10.38398767333629,0,199.2,386.01321874070754,186.81321874070755,0.014883392103402317,0.014883392103402317
84,-0.9999944836448256,0,1,1,0,1,-1,342,1,1,False,,0.05164427239892291,1.0,7.174828126380461,7.211102550927977,7.211102550927978,0,48.0,560.2766391089016,512.2766391089016,5.516355174472085e-06,5.516355174472085e-06
85,1.0859262015206628,1,0,2,1,0,1,415,2,2,False,,-0.8582749231066316,2.0,12.97998459167036,12.97998459167036,7.864823184008978,1,148.8,321.4501456761909,172.6501456761909,0.017761274148397184,0.06592620152066282
86,-0.9990205810544536,0,1,1,0,1,-1,368,1,1,False,,-0.1875,1.0,6.18465843842649,7.211102550927977,7.211102550927978,0,501.6,165.0510711986799,336.54892880132013,0.0009794189455463746,0.0009794189455463746
87,-0.9999839115754708,0,1,1,0,1,-1,346,1,1,False,,0.06178985999602275,1.0,6.960577998933288,7.211102550927978,7.211102550927978,0,48.0,529.2487230500207,481.24872305002066,1.608842452915046e-05,1.608842452915046e-05
88,-0.9901082034434625,0,1,1,0,1,-1,312,1,1,False,,-0.374567684840909,1.5,9.918712144312309,7.9349697154498475,7.9349697154498475,0,199.2,415.22114712778136,216.02114712778138,0.009891796556537472,0.009891796556537472
89,-0.9995773987567603,0,1,1,0,1,-1,365,1,1,False,,-0.1125,1.0,6.18465843842649,7.211102550927978,7.211102550927978,0,451.20000000000005,80.42721508222945,370.7727849177706,0.00042260124323961914,0.00042260124323961914
90,-0.9997482467618163,0,1,1,0,1,-1,365,1,1,False,,-0.1125,1.0,6.18465843842649,7.211102550927978,7.211102550927978,0,451.20000000000005,60.828033745097855,390.3719662549022,0.0002517532381836618,0.0002517532381836618
91,-0.9574639792798143,0,1,1,0,1,-1,298,1,1,False,,-0.2218052381788226,1.5,9.978054521183115,7.982443616946492,7.982443616946492,0,300.0,231.7640404725929,68.23595952740709,0.04253602072018567,0.04253602072018567
92,-0.9826233945096423,0,1,1,0,1,-1,368,1,1,False,,-0.1875,1.0,6.18465843842649,7.211102550927977,7.211102550927978,0,501.6,327.13318762987274,174.4668123701273,0.01737660549035773,0.01737660549035773
93,-0.9964460522376045,0,1,1,0,1,-1,366,1,1,False,,0.19735317047110357,1.0,6.291877017700255,7.211102550927979,7.211102550927978,0,48.0,323.94594117859674,275.94594117859674,0.0035539477623954597,0.0035539477623954597
94,1.1842719327082696,1,0,3,1,0,1,676,3,3,False,,0.6616468761687784,2.0,12.97998459167036,12.97998459167036,8.653323061113573,2,400.79999999999995,448.718213192235,47.918213192235044,0.04616839143484247,0.14427193270826952
95,-0.9560406636113903,0,1,1,0,1,-1,287,1,1,False,,-0.2429142594708061,1.5,10.58673767535731,8.469390140285848,8.46939014028585,0,300.0,360.89523452657545,60.89523452657545,0.04395933638860974,0.04395933638860974
96,-0.9971664971254304,0,1,1,0,1,-1,368,1,1,False,,0.1875,1.0,6.18465843842649,7.211102550927977,7.211102550927978,0,552.0,264.47492687413114,287.52507312586886,0.0028335028745696263,0.0028335028745696263
97,1.1090314497185716,1,0,2,1,0,1,387,2,2,False,,-0.6363099247933064,2.0,12.97998459167036,12.979984591670362,7.99264737654396,1,199.2,119.25798229543898,79.94201770456101,0.04004976437936811,0.08903144971857166
98,1.0399025987576411,1,0,1,1,0,1,191,1,1,False,,0.7928428428883336,2.0,12.497793850496251,12.497793850496251,7.211102550927978,0,400.79999999999995,320.197588781562,80.60241121843796,0.039902598757641225,0.039902598757641225
99,-0.9887650122962868,0,1,1,0,1,-1,303,1,1,False,,0.2129388452635311,1.5,9.760157461597839,7.808125969278271,7.808125969278271,0,501.6,294.2401253990653,207.35987460093475,0.01123498770371321,0.01123498770371321
100,-0.9195349270946582,0,1,2,0,1,-1,588,2,2,False,,0.4787471925042638,1.5,10.816653826391967,8.653323061113571,8.653323061113573,1,400.79999999999995,192.32593384072425,208.4740661592757,0.011055691436343997,0.060465072905341775
101,-0.9968271145625466,0,1,1,0,1,-1,353,1,1,False,,0.08086291477883947,1.0,6.606655620251792,7.211102550927978,7.211102550927978,0,199.2,481.0023953921125,281.8023953921125,0.003172885437453417,0.003172885437453417
102,-0.9675272230931685,0,1,1,0,1,-1,289,1,1,False,,0.23872516586991707,1.5,10.456565316159992,8.365252252927995,8.365252252927995,0,48.0,159.49296812488797,111.49296812488797,0.03247277690683147,0.03247277690683147
103,-0.9998448474457557,0,1,1,0,1,-1,324,1,1,False,,-0.33462734112611797,1.5,9.276987657639737,7.42159012611179,7.42159012611179,0,98.4,506.2365353924745,407.8365353924745,0.00015515255424427334,0.00015515255424427334
104,-0.961065268587987,0,1,1,0,1,-1,368,1,1,False,,-0.1875,1.0,6.18465843842649,7.211102550927977,7.211102550927978,0,350.4,265.5240560229113,84.8759439770887,0.038934731412013035,0.038934731412013035
105,-0.9218671628021675,0,1,2,0,1,-1,622,2,2,False,,-0.1642931284487247,1.0,7.211102550927977,7.211102550927978,7.211102550927978,1,350.4,122.11996047536934,228.28003952463064,0.008187317603657525,0.0581328371978325
106,-0.9999783740589191,0,1,1,0,1,-1,343,1,1,False,,0.05478289246429,1.0,7.106762702380541,7.211102550927978,7.211102550927978,0,98.4,570.7150217527005,472.31502175270055,2.162594108086162e-05,2.162594108086162e-05
107,-0.9746368350296162,0,1,1,0,1,-1,291,1,1,False,,-0.23524254214021453,1.5,10.351746111931769,8.281396889545416,8.281396889545416,0,249.60000000000002,389.4115959456781,139.81159594567805,0.02536316497038384,0.02536316497038384
108,-0.996881139632576,0,1,1,0,1,-1,368,1,1,False,,-0.1875,1.0,6.18465843842649,7.211102550927977,7.211102550927978,0,552.0,269.32139502448126,282.67860497551874,0.0031188603674240276,0.0031188603674240276
109,-0.9837568612214866,0,1,1,0,1,-1,367,1,1,False,,-0.19298531876613864,1.0,6.241504642879186,7.211102550927977,7.211102550927978,0,98.4,278.3481857289066,179.94818572890662,0.01624313877851336,0.01624313877851336
110,-0.9713905468074752,0,1,1,0,1,-1,302,1,1,False,,0.21487129234255065,1.5,9.805601687438347,7.844481349950679,7.84448134995068,0,148.8,275.6015431966316,126.8015431966316,0.028609453192524788,0.028609453192524788
111,-0.9615698407738389,0,1,1,0,1,-1,368,1,1,False,,-0.19048004896915458,1.0,6.214645201720873,7.211102550927978,7.211102550927978,0,350.4,263.3391179784501,87.0608820215499,0.03843015922616114,0.03843015922616114
112,-0.98285842542366,0,1,1,0,1,-1,307,1,1,False,,0.20283765797161096,1.5,9.542040932616557,7.633632746093246,7.633632746093245,0,501.6,326.01279246665695,175.58720753334308,0.017141574576340062,0.017141574576340062
113,-0.970752464304103,0,1,1,0,1,-1,366,1,1,False,,0.19631403683635681,1.0,6.279489152226238,7.211102550927979,7.211102550927978,0,451.20000000000005,326.92869467026026,124.27130532973979,0.029247535695896998,0.029247535695896998
114,1.0462256695711578,1,0,1,1,0,1,188,1,1,False,,-0.7991425658909813,2.0,12.97998459167036,12.979984591670362,7.211102550927978,0,300.0,252.45584153002983,47.54415846997017,0.04622566957115773,0.04622566957115773
115,-0.9307371630397597,0,1,2,0,1,-1,575,2,2,False,,0.5103427469851773,1.5,11.132385189167683,8.905908151334147,8.905908151334147,1,451.20000000000005,73.34839529726969,377.85160470273036,0.00035157494254686316,0.049262836960240204
116,-0.9992639809099367,0,1,1,0,1,-1,286,1,1,False,,0.24461483930341785,1.5,10.640821591356662,8.51265727308533,8.51265727308533,0,501.6,153.04090862690828,348.55909137309175,0.0007360190900632947,0.0007360190900632947
