episode,reward,win,loss,steps,right_score,left_score,score_diff,frames,rally_hits,decision_count,truncated,truncation_reason,last_right_hit_offset,last_right_speed_multiplier,last_right_outgoing_speed,final_ball_speed,last_left_outgoing_speed,successful_agent_returns,last_selected_target_y,last_predicted_return_y,last_target_alignment_error,last_target_alignment_reward,cumulative_target_alignment_reward
50,-0.9894602537534101,0,1,1,0,1,-1,367,1,1,False,,0.19224506065347668,1.0,6.233412567718051,7.211102550927978,7.211102550927978,0,48.0,259.74948096977323,211.74948096977323,0.010539746246589888,0.010539746246589888
51,-0.9991792611211526,0,1,1,0,1,-1,301,1,1,False,,0.21569358828763258,1.5,9.825290385101992,7.860232308081594,7.860232308081594,0,48.0,392.0286476581881,344.0286476581881,0.0008207388788473397,0.0008207388788473397
52,-0.9986511390545572,0,1,1,0,1,-1,368,1,1,False,,0.1875,1.0,6.18465843842649,7.211102550927977,7.211102550927978,0,48.0,370.564040744629,322.564040744629,0.0013488609454428637,0.0013488609454428637
53,-0.9914101338495827,0,1,1,0,1,-1,367,1,1,False,,-0.19422074273245898,1.0,6.2552984373646385,7.211102550927977,7.211102550927978,0,48.0,273.2320308602151,225.2320308602151,0.008589866150417343,0.008589866150417343
54,-0.9999894349887929,0,1,1,0,1,-1,324,1,1,False,,0.5503663771794237,1.5,10.364599609554466,8.291679687643573,8.291679687643573,0,48.0,541.6721994298614,493.6721994298614,1.0565011207101292e-05,1.0565011207101292e-05
55,-0.9633054894044504,0,1,1,0,1,-1,285,1,1,False,,0.245502008566001,1.5,10.669314931358294,8.535451945086635,8.535451945086635,0,48.0,142.39597499002275,94.39597499002275,0.03669451059554962,0.03669451059554962
56,-0.9962667876716323,0,1,1,0,1,-1,368,1,1,False,,-0.1875,1.0,6.18465843842649,7.211102550927977,7.211102550927978,0,48.0,321.36589607503777,273.36589607503777,0.003733212328367632,0.003733212328367632
57,-0.9999928448707965,0,1,1,0,1,-1,348,1,1,False,,0.06665719237987702,1.0,6.863937480135423,7.211102550927979,7.211102550927978,0,48.0,552.9119981114677,504.9119981114677,7.155129203438414e-06,7.155129203438414e-06
58,-0.9545823822611159,0,1,1,0,1,-1,368,1,1,False,,-0.1875,1.0,6.18465843842649,7.211102550927977,7.211102550927978,0,48.0,100.61501770689006,52.61501770689006,0.04541761773888413,0.04541761773888413
59,-0.9999679217615248,0,1,1,0,1,-1,353,1,1,False,,0.08013332660319605,1.0,6.6189246318761805,7.211102550927978,7.211102550927978,0,48.0,508.1370360043162,460.1370360043162,3.207823847522243e-05,3.207823847522243e-05
60,-0.999994321499056,0,1,1,0,1,-1,342,1,1,False,,0.051298455610908886,1.0,7.1824224175181,7.211102550927979,7.211102550927978,0,48.0,559.4616514842501,511.46165148425007,5.678500943962426e-06,5.678500943962426e-06
61,1.1688553668164827,1,0,3,1,0,1,627,3,3,False,,1.0,2.0,12.97998459167036,12.97998459167036,9.993885254369221,2,48.0,155.97622183331714,107.97622183331714,0.03335478772561305,0.12885536681648274
62,-0.9682419369689448,0,1,1,0,1,-1,368,1,1,False,,-0.1901151257417979,1.0,6.21085801651015,7.211102550927978,7.211102550927978,0,48.0,162.3312692467416,114.33126924674161,0.031758063031055266,0.031758063031055266
63,-0.9999913803920214,0,1,1,0,1,-1,346,1,1,False,,0.060863142299132277,1.0,6.9794417428083415,7.2111025509279765,7.211102550927978,0,48.0,547.5730917014432,499.5730917014432,8.619607978563732e-06,8.619607978563732e-06
64,-0.9999741747023493,0,1,1,0,1,-1,349,1,1,False,,0.06957540539124807,1.0,6.808008862271817,7.211102550927978,7.211102550927978,0,48.0,514.8732202870219,466.8732202870219,2.5825297650692025e-05,2.5825297650692025e-05
65,-0.9943689255664359,0,1,1,0,1,-1,368,1,1,False,,0.1875,1.0,6.18465843842649,7.211102550927977,7.211102550927978,0,48.0,298.7812092889419,250.7812092889419,0.005631074433564161,0.005631074433564161
66,-0.999095265449773,0,1,1,0,1,-1,306,1,1,False,,0.2056197955275323,1.5,9.598792734312372,7.679034187449898,7.679034187449898,0,48.0,387.9257814787977,339.9257814787977,0.0009047345502270299,0.0009047345502270299
67,-0.9744004768267963,0,1,1,0,1,-1,368,1,1,False,,-0.1875,1.0,6.18465843842649,7.211102550927977,7.211102550927978,0,48.0,186.8529411596653,138.8529411596653,0.025599523173203645,0.025599523173203645
68,-0.9992783732644019,0,1,1,0,1,-1,285,1,1,False,,-0.2468488893433225,1.5,10.712933609489355,8.570346887591484,8.570346887591484,0,48.0,397.37398823915976,349.37398823915976,0.0007216267355980104,0.0007216267355980104
69,1.048409797757505,1,0,1,1,0,1,217,1,1,False,,0.9500789120654304,2.0,12.647115723818374,12.647115723818374,7.211102550927978,0,48.0,17.49035495850103,30.50964504149897,0.04840979775750519,0.04840979775750519
70,-0.994455588973797,0,1,1,0,1,-1,367,1,1,False,,0.19443910111653223,1.0,6.257773879973014,7.211102550927979,7.211102550927978,0,48.0,299.670218921628,251.67021892162802,0.0055444110262029625,0.0055444110262029625
71,-0.9993299542658581,0,1,1,0,1,-1,368,1,1,False,,0.1875,1.0,6.18465843842649,7.211102550927977,7.211102550927978,0,48.0,400.4174380701372,352.4174380701372,0.000670045734141871,0.000670045734141871
72,-0.9876642513301941,0,1,1,0,1,-1,301,1,1,False,,0.21713713744172197,1.5,9.860356119630119,7.8882848957040945,7.888284895704095,0,48.0,248.76409290747927,200.76409290747927,0.01233574866980591,0.01233574866980591
73,-0.9619515272208885,0,1,1,0,1,-1,285,1,1,False,,0.24593713856102967,1.5,10.683359228211017,8.546687382568816,8.546687382568814,0,48.0,136.6964898017518,88.6964898017518,0.03804847277911154,0.03804847277911154
74,-0.9640792855893899,0,1,1,0,1,-1,289,1,1,False,,0.239967332166961,1.5,10.494705097622541,8.395764078098033,8.395764078098033,0,48.0,145.59311220443556,97.59311220443556,0.03592071441061009,0.03592071441061009
75,-0.993847519458557,0,1,1,0,1,-1,307,1,1,False,,-0.20451002193015738,1.5,9.575846331629101,7.66067706530328,7.66067706530328,0,48.0,293.64370284599954,245.64370284599954,0.006152480541443045,0.006152480541443045
76,-0.9956150694982366,0,1,1,0,1,-1,289,1,1,False,,-0.2394858588554584,1.5,10.479875388875406,8.383900311100325,8.383900311100325,0,48.0,312.754334789543,264.754334789543,0.004384930501763338,0.004384930501763338
77,-0.9918936213270331,0,1,1,0,1,-1,368,1,1,False,,0.1875,1.0,6.18465843842649,7.211102550927977,7.211102550927978,0,48.0,276.90589066085,228.90589066085,0.00810637867296696,0.00810637867296696
78,-0.9988822328535638,0,1,1,0,1,-1,296,1,1,False,,-0.226528070563106,1.5,10.103641130939,8.0829129047512,8.0829129047512,0,48.0,378.8472003255017,330.8472003255017,0.0011177671464362175,0.0011177671464362175
79,-0.9891954102389956,0,1,1,0,1,-1,308,1,1,False,,-0.20003156988856574,1.5,9.487432147206741,7.589945717765393,7.589945717765393,0,48.0,258.0549859696164,210.05498596961638,0.010804589761004402,0.010804589761004402
80,-0.9972426672580809,0,1,1,0,1,-1,368,1,1,False,,-0.1875,1.0,6.18465843842649,7.211102550927977,7.211102550927978,0,48.0,336.8865948699529,288.8865948699529,0.002757332741919189,0.002757332741919189
81,-0.979687031531477,0,1,1,0,1,-1,296,1,1,False,,0.22697391978640552,1.5,10.115826391265442,8.092661113012353,8.092661113012353,0,48.0,209.06516785793758,161.06516785793758,0.020312968468523027,0.020312968468523027
82,-0.9537668726688434,0,1,1,0,1,-1,353,1,1,False,,-0.07948038372911945,1.0,6.62999442280215,7.211102550927978,7.211102550927978,0,48.0,95.49527310980147,47.495273109801474,0.04623312733115663,0.04623312733115663
83,-0.9990536027096302,0,1,1,0,1,-1,367,1,1,False,,-0.9187958071469933,2.0,12.97998459167036,10.38398767333629,10.38398767333629,0,48.0,386.01321874070754,338.01321874070754,0.0009463972903697997,0.0009463972903697997
84,-0.9999944836448256,0,1,1,0,1,-1,342,1,1,False,,0.05164427239892291,1.0,7.174828126380461,7.211102550927977,7.211102550927978,0,48.0,560.2766391089016,512.2766391089016,5.516355174472085e-06,5.516355174472085e-06
85,-0.9985712186092861,0,1,1,0,1,-1,301,1,1,False,,0.21593163716604238,1.5,9.831028980011222,7.864823184008978,7.864823184008978,0,48.0,367.98404904796575,319.98404904796575,0.0014287813907138435,0.0014287813907138435
86,-0.9689283613880926,0,1,1,0,1,-1,368,1,1,False,,-0.1875,1.0,6.18465843842649,7.211102550927977,7.211102550927978,0,48.0,165.0510711986799,117.05107119867989,0.031071638611907405,0.031071638611907405
87,-0.9999839115754708,0,1,1,0,1,-1,346,1,1,False,,0.06178985999602275,1.0,6.960577998933288,7.211102550927978,7.211102550927978,0,48.0,529.2487230500207,481.24872305002066,1.608842452915046e-05,1.608842452915046e-05
88,-0.9995371333419089,0,1,1,0,1,-1,312,1,1,False,,-0.374567684840909,1.5,9.918712144312309,7.9349697154498475,7.9349697154498475,0,48.0,415.22114712778136,367.22114712778136,0.00046286665809112753,0.00046286665809112753
89,1.0826663049828578,1,0,2,1,0,1,468,2,2,False,,0.785537147145486,2.0,12.97998459167036,12.97998459167036,7.211102550927978,1,48.0,237.03027440573987,189.03027440573987,0.014458943089235374,0.06266630498285758
90,-0.930262045567964,0,1,2,0,1,-1,568,2,2,False,,0.2955576137171768,1.5,10.816653826391967,8.653323061113573,8.653323061113573,1,48.0,518.6581552822853,470.6581552822853,2.2831539645038195e-05,0.04973795443203609
91,-0.9845210574508062,0,1,1,0,1,-1,298,1,1,False,,-0.2218052381788226,1.5,9.978054521183115,7.982443616946492,7.982443616946492,0,48.0,231.7640404725929,183.7640404725929,0.01547894254919385,0.01547894254919385
92,-0.996657799644468,0,1,1,0,1,-1,368,1,1,False,,-0.1875,1.0,6.18465843842649,7.211102550927977,7.211102550927978,0,48.0,327.13318762987274,279.13318762987274,0.0033422003555320097,0.0033422003555320097
93,-0.9964460522376045,0,1,1,0,1,-1,366,1,1,False,,0.19735317047110357,1.0,6.291877017700255,7.211102550927979,7.211102550927978,0,48.0,323.94594117859674,275.94594117859674,0.0035539477623954597,0.0035539477623954597
94,-0.9605940040787931,0,1,1,0,1,-1,368,1,1,False,,-0.1875250096039025,1.0,6.184901143368159,7.211102550927978,7.211102550927978,0,48.0,130.8095681360851,82.80956813608509,0.03940599592120684,0.03940599592120684
95,-0.9983303760366853,0,1,1,0,1,-1,287,1,1,False,,-0.2429142594708061,1.5,10.58673767535731,8.469390140285848,8.46939014028585,0,48.0,360.89523452657545,312.89523452657545,0.0016696239633147477,0.0016696239633147477
96,-0.9901753820595921,0,1,1,0,1,-1,368,1,1,False,,0.1875,1.0,6.18465843842649,7.211102550927977,7.211102550927978,0,48.0,264.47492687413114,216.47492687413114,0.009824617940407844,0.009824617940407844
97,-0.9832054398090744,0,1,1,0,1,-1,298,1,1,False,,0.22229620568655833,1.5,9.99080922067995,7.99264737654396,7.99264737654396,0,48.0,225.2565302741409,177.2565302741409,0.016794560190925643,0.016794560190925643
98,1.0038167547833148,1,0,1,1,0,1,191,1,1,False,,0.7928428428883336,2.0,12.497793850496251,12.497793850496251,7.211102550927978,0,48.0,320.197588781562,272.197588781562,0.003816754783314818,0.003816754783314818
99,-0.9939098734522502,0,1,1,0,1,-1,303,1,1,False,,0.2129388452635311,1.5,9.760157461597839,7.808125969278271,7.808125969278271,0,48.0,294.2401253990653,246.24012539906528,0.006090126547749816,0.006090126547749816
100,-0.9960591210023587,0,1,1,0,1,-1,368,1,1,False,,-0.1875,1.0,6.18465843842649,7.211102550927977,7.211102550927978,0,48.0,318.49922972383956,270.49922972383956,0.003940878997641249,0.003940878997641249
101,-0.9999255839582231,0,1,1,0,1,-1,353,1,1,False,,0.08086291477883947,1.0,6.606655620251792,7.211102550927978,7.211102550927978,0,48.0,481.0023953921125,433.0023953921125,7.441604177693377e-05,7.441604177693377e-05
102,-0.9675272230931685,0,1,1,0,1,-1,289,1,1,False,,0.23872516586991707,1.5,10.456565316159992,8.365252252927995,8.365252252927995,0,48.0,159.49296812488797,111.49296812488797,0.03247277690683147,0.03247277690683147
103,-0.999965917604842,0,1,1,0,1,-1,324,1,1,False,,-0.33462734112611797,1.5,9.276987657639737,7.42159012611179,7.42159012611179,0,48.0,506.2365353924745,458.2365353924745,3.408239515797351e-05,3.408239515797351e-05
104,-0.9903294854969601,0,1,1,0,1,-1,368,1,1,False,,-0.1875,1.0,6.18465843842649,7.211102550927977,7.211102550927978,0,48.0,265.5240560229113,217.52405602291128,0.009670514503039873,0.009670514503039873
105,-0.999793400402173,0,1,1,0,1,-1,360,1,1,False,,0.09548159772567999,1.0,6.3840120534403315,7.211102550927977,7.211102550927978,0,48.0,445.596624006507,397.596624006507,0.00020659959782695593,0.00020659959782695593
106,-0.9999962091472495,0,1,1,0,1,-1,343,1,1,False,,0.05478289246429,1.0,7.106762702380541,7.211102550927978,7.211102550927978,0,48.0,570.7150217527005,522.7150217527005,3.7908527505349148e-06,3.7908527505349148e-06
107,-0.9991265150855452,0,1,1,0,1,-1,291,1,1,False,,-0.23524254214021453,1.5,10.351746111931769,8.281396889545416,8.281396889545416,0,48.0,389.4115959456781,341.4115959456781,0.000873484914454878,0.000873484914454878
108,-0.9908731662116311,0,1,1,0,1,-1,368,1,1,False,,-0.1875,1.0,6.18465843842649,7.211102550927977,7.211102550927978,0,48.0,269.32139502448126,221.32139502448126,0.009126833788368833,0.009126833788368833
109,-0.9920779347117838,0,1,1,0,1,-1,367,1,1,False,,-0.19298531876613864,1.0,6.241504642879186,7.211102550927977,7.211102550927978,0,48.0,278.3481857289066,230.34818572890663,0.007922065288216132,0.007922065288216132
110,-0.9917242761476379,0,1,1,0,1,-1,302,1,1,False,,0.21487129234255065,1.5,9.805601687438347,7.844481349950679,7.84448134995068,0,48.0,275.6015431966316,227.6015431966316,0.008275723852362117,0.008275723852362117
111,-0.9900066380228137,0,1,1,0,1,-1,368,1,1,False,,-0.19048004896915458,1.0,6.214645201720873,7.211102550927978,7.211102550927978,0,48.0,263.3391179784501,215.33911797845008,0.0099933619771863,0.0099933619771863
112,-0.996584568593965,0,1,1,0,1,-1,307,1,1,False,,0.20283765797161096,1.5,9.542040932616557,7.633632746093246,7.633632746093245,0,48.0,326.01279246665695,278.01279246665695,0.003415431406034965,0.003415431406034965
113,-0.9966445299341736,0,1,1,0,1,-1,366,1,1,False,,0.19631403683635681,1.0,6.279489152226238,7.211102550927979,7.211102550927978,0,48.0,326.92869467026026,278.92869467026026,0.003355470065826377,0.003355470065826377
114,1.0117113450623993,1,0,1,1,0,1,188,1,1,False,,-0.7991425658909813,2.0,12.97998459167036,12.979984591670362,7.211102550927978,0,48.0,252.45584153002983,204.45584153002983,0.011711345062399426,0.011711345062399426
115,-0.9589956955553821,0,1,1,0,1,-1,358,1,1,False,,-0.5732701569205509,1.5,9.276987657639737,7.421590126111789,7.42159012611179,0,48.0,123.58017983622767,75.58017983622767,0.041004304444617924,0.041004304444617924
116,-0.9659131337803692,0,1,1,0,1,-1,286,1,1,False,,0.24461483930341785,1.5,10.640821591356662,8.51265727308533,8.51265727308533,0,48.0,153.04090862690828,105.04090862690828,0.03408686621963077,0.03408686621963077
117,1.0000052750514474,1,0,1,1,0,1,196,1,1,False,,0.8454385717149648,2.0,12.724370993713713,12.724370993713713,7.211102550927978,0,48.0,561.5324213115359,513.5324213115359,5.275051447490353e-06,5.275051447490353e-06
118,-0.9994860196521081,0,1,1,0,1,-1,296,1,1,False,,-0.22661931730484391,1.5,10.106130378306887,8.08490430264551,8.08490430264551,0,48.0,411.09046489374145,363.09046489374145,0.0005139803478918485,0.0005139803478918485
119,-0.9852194684378952,0,1,1,0,1,-1,368,1,1,False,,-0.1875,1.0,6.18465843842649,7.211102550927977,7.211102550927978,0,48.0,235.3470288452378,187.3470288452378,0.014780531562104841,0.014780531562104841
120,-0.9845905052147857,0,1,1,0,1,-1,294,1,1,False,,0.2288667767881094,1.5,10.168180099280491,8.134544079424392,8.134544079424392,0,48.0,232.11607011662136,184.11607011662136,0.015409494785214198,0.015409494785214198
